-0.222342,-0.0250143,1.16939,-2.239,-0.189429,-0.51027,0.0512245,-0.272523,0.767911,0.0110647,-2.95472,-0.622741,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638095,-0.410921,0.991407,1.48417,-1.31242,1.53004,0.00732104,0.00772196,-0.00328956,-0.0192888,-0.00442156,-0.0107829
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.050871,-0.272851,0.7688,0.0288918,-2.85334,-0.580188,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638252,-0.410859,0.991332,1.48377,-1.31214,1.53052,0.00801824,0.00819799,-0.00362563,-0.0202029,-0.00334536,-0.0133134
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.050871,-0.272851,0.7688,0.0288918,-2.85334,-0.580188,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638414,-0.410793,0.991269,1.48323,-1.3118,1.5311,0.00805395,0.00909119,-0.00409424,-0.0184722,-0.00396363,-0.0148312
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0506361,-0.273626,0.770848,0.0528184,-2.82223,-0.487354,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638575,-0.410729,0.99117,1.4829,-1.31151,1.53143,0.00799168,0.0102622,-0.00434488,-0.015543,-0.00498472,-0.0143662
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0506361,-0.273626,0.770848,0.0528184,-2.82223,-0.487354,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638753,-0.41064,0.99106,1.4826,-1.31119,1.53172,0.00797672,0.0117726,-0.00471451,-0.0123369,-0.00854734,-0.0104252
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0498944,-0.272543,0.767957,0.0105877,-2.95922,-0.621502,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.638914,-0.410546,0.990975,1.48214,-1.31081,1.53209,0.00809847,0.0135992,-0.00468606,-0.00993324,-0.0123079,-0.00843141
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0498944,-0.272543,0.767957,0.0105877,-2.95922,-0.621502,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.639104,-0.410416,0.990872,1.48172,-1.31044,1.53242,0.00830629,0.0143838,-0.00463541,-0.00911509,-0.0127397,-0.0075327
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0498304,-0.271768,0.766948,-0.0158845,3.14221,0.854203,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.639293,-0.410277,0.990771,1.48123,-1.31006,1.53275,0.008297,0.0160035,-0.00470302,-0.0103155,-0.0125036,-0.00636357
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0498304,-0.271768,0.766948,-0.0158845,3.14221,0.854203,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.639502,-0.410134,0.990639,1.48084,-1.30968,1.53293,0.00844935,0.0177979,-0.00456153,-0.0115738,-0.013815,-0.0043572
-0.223177,-0.0250887,1.17313,2.36036,0.0220009,-0.056011,0.0496875,-0.27172,0.767143,0.0507538,3.00875,0.377003,-0.103042,0.192752,0.622387,1.69161,-1.76895,0.762861,0.639729,-0.409981,0.990479,1.48055,-1.3093,1.53296,0.00851137,0.0201711,-0.00386162,-0.0116329,-0.0172871,-0.00142882
