dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.264,0.295,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.385251,0.234512,0.00888005,-1.06988,-1.16136,-0.455273,0.965867,-0.386944,0.234021,0.00943871,-1.07124,-1.16387,-0.456235,0.968368,0.661656,-0.184932,1.00948,-1.07406,-1.42673,-2.02372,-0.00202435,-0.0039588,-0.00171809,-0.00394609,0.000483184,0.00396019,-2.0625
0.2645,0.295,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.385285,0.23446,0.00888005,-1.06999,-1.16142,-0.455258,0.965867,-0.387353,0.23398,0.00958708,-1.07141,-1.16445,-0.456549,0.969071,0.661632,-0.184947,1.00946,-1.07441,-1.42668,-2.02341,-0.00224607,-0.00412141,-0.00162618,-0.00457612,0.000544095,0.00398157,-2.5625
0.265,0.2945,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.385353,0.234409,0.00888005,-1.07009,-1.16153,-0.455243,0.965867,-0.38763,0.233951,0.00968108,-1.07152,-1.16483,-0.456773,0.969536,0.661602,-0.184984,1.00944,-1.07478,-1.42657,-2.0231,-0.00240777,-0.00422635,-0.00158718,-0.00442302,0.0012241,0.00457762,-2.0625
0.264,0.294,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.385438,0.234358,0.00889709,-1.07021,-1.16165,-0.455243,0.965897,-0.388056,0.233902,0.00980985,-1.07168,-1.16538,-0.457171,0.97019,0.661573,-0.185021,1.00942,-1.07521,-1.42649,-2.02271,-0.00265899,-0.00432339,-0.00150972,-0.00376329,0.00194509,0.0054938,-1.5625
0.264,0.294,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.385541,0.234307,0.00894822,-1.07031,-1.16183,-0.455258,0.965987,-0.388344,0.233862,0.0098841,-1.07177,-1.16573,-0.457473,0.970589,0.661543,-0.185046,1.00941,-1.07541,-1.42639,-2.02251,-0.00301222,-0.00435459,-0.00130223,-0.00432521,0.00267892,0.00579744,-1.6875
0.2635,0.2945,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.311288,-0.206723,0.74301,-2.47056,0.0997241,-0.0970054,-0.385694,0.234256,0.00899935,-1.07045,-1.16204,-0.455273,0.966197,-0.388769,0.233794,0.00997838,-1.07192,-1.1662,-0.457938,0.971175,0.661507,-0.185106,1.00938,-1.07546,-1.42637,-2.02251,-0.00308078,-0.00448041,-0.00130289,-0.00564975,0.00292688,0.00498092,-1.8125
0.2645,0.295,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.311288,-0.206723,0.74301,-2.47056,0.0997241,-0.0970054,-0.385847,0.234205,0.00905049,-1.07058,-1.16229,-0.45538,0.966528,-0.389047,0.233745,0.0100324,-1.07201,-1.16649,-0.458235,0.971572,0.661471,-0.18515,1.00935,-1.07537,-1.42645,-2.02256,-0.00310292,-0.00461768,-0.00116416,-0.00687639,0.00274092,0.00397328,-1.4375
0.2645,0.295,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.311288,-0.206723,0.74301,-2.47056,0.0997241,-0.0970054,-0.386052,0.234154,0.00911866,-1.07074,-1.16259,-0.455532,0.966889,-0.389463,0.233673,0.0101083,-1.07215,-1.16691,-0.458691,0.972151,0.661429,-0.18521,1.0093,-1.07546,-1.4265,-2.02242,-0.0032582,-0.0045837,-0.00104617,-0.00598816,0.00289507,0.00497733,-0.5625
0.2625,0.2945,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.311288,-0.206723,0.74301,-2.47056,0.0997241,-0.0970054,-0.38629,0.23412,0.00920389,-1.07089,-1.16294,-0.455729,0.96728,-0.389741,0.233625,0.0101535,-1.07222,-1.16719,-0.459026,0.972491,0.661392,-0.185279,1.00925,-1.0757,-1.42656,-2.0221,-0.00336915,-0.00439487,-0.000892382,-0.00402861,0.00364696,0.0060916,-0.6875
0.2645,0.293,0.929536,-0.0479606,2.82402,-1.31194,0.311138,0.221999,0.929536,-0.0479606,2.82402,-1.31194,-0.30758,-0.204018,0.733382,-2.43989,0.0960378,-0.0932708,-0.386546,0.234085,0.00928911,-1.07103,-1.16332,-0.455926,0.967731,-0.390149,0.233551,0.0102054,-1.07233,-1.16757,-0.459562,0.972928,0.661349,-0.185357,1.00921,-1.07565,-1.42663,-2.02208,-0.00333653,-0.0043634,-0.000845023,-0.00359524,0.00411947,0.00640755,-2.0625
