dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2465,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.30051,-0.182996,0.733649,-2.49644,0.0708728,-0.00599198,-0.308586,0.253635,-0.0127832,-1.07571,-1.07676,-0.34144,0.910282,-0.30567,0.250557,-0.0121424,-1.08103,-1.07573,-0.336698,0.910887,0.683753,-0.169411,0.997394,-1.02508,-1.43511,-2.13313,-0.00185012,0.0074553,-0.00250272,-3.11397e-05,0.000827627,-0.00476283,-11.3875
0.2495,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.319405,-0.194589,0.779894,-2.47812,0.0717617,-0.0523488,-0.308432,0.253397,-0.0126127,-1.07617,-1.0769,-0.341015,0.910583,-0.305389,0.250337,-0.0121472,-1.08143,-1.07555,-0.336304,0.910798,0.683711,-0.169253,0.997344,-1.02455,-1.43511,-2.13369,-0.00184923,0.00743002,-0.0022859,0.000343996,0.000959169,-0.00500128,-8.5125
0.252,0.2825,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.30051,-0.182996,0.733649,-2.49644,0.0708728,-0.00599198,-0.308245,0.253124,-0.0124593,-1.07665,-1.07696,-0.340604,0.910824,-0.304931,0.250004,-0.0121892,-1.08202,-1.07522,-0.335711,0.910581,0.683655,-0.169075,0.997302,-1.02403,-1.43514,-2.13422,-0.00185348,0.00786757,-0.00236473,0.000965696,0.00137987,-0.00559292,-6.6375
0.2515,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.302854,-0.184123,0.739447,-2.49003,0.0824979,-0.0376352,-0.308023,0.252834,-0.0123571,-1.07713,-1.07698,-0.340179,0.910974,-0.304594,0.24978,-0.0122452,-1.08241,-1.07495,-0.335306,0.910371,0.683589,-0.168901,0.997271,-1.02359,-1.43514,-2.13471,-0.00184544,0.00784852,-0.00220168,0.0013416,0.00168434,-0.00624003,-8.1375
0.2515,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.302854,-0.184123,0.739447,-2.49003,0.0824979,-0.0376352,-0.307785,0.252527,-0.0122718,-1.0776,-1.07696,-0.339754,0.911094,-0.304036,0.249438,-0.0123759,-1.08299,-1.07446,-0.33468,0.909954,0.683514,-0.168723,0.997249,-1.02308,-1.43513,-2.13527,-0.00180069,0.00807553,-0.00209157,0.00138173,0.00204598,-0.00679345,-10.8875
0.252,0.2825,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.299198,-0.183608,0.734259,-3.07354,0.451899,-1.09166,-0.307512,0.252255,-0.0122207,-1.0781,-1.07695,-0.339329,0.911125,-0.303641,0.24921,-0.0124868,-1.08337,-1.07409,-0.33426,0.909627,0.683463,-0.168546,0.997194,-1.02327,-1.43508,-2.13514,-0.00186841,0.00822584,-0.0020305,0.00129113,0.00195567,-0.00720263,-12.3875
0.252,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.302204,-0.183605,0.738768,-2.45825,0.06447,-0.0716072,-0.307222,0.251965,-0.0121866,-1.07858,-1.07693,-0.338888,0.911155,-0.303031,0.248858,-0.012659,-1.08395,-1.07351,-0.333607,0.909125,0.6834,-0.168364,0.997161,-1.02315,-1.43501,-2.13531,-0.00187995,0.00816252,-0.00196215,0.00103835,0.00182269,-0.00710407,-12.2625
0.249,0.2825,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.313718,-0.191121,0.770209,-2.47422,0.0913621,0.0109344,-0.306915,0.251692,-0.0121696,-1.07907,-1.07681,-0.338463,0.911155,-0.302637,0.248624,-0.0127656,-1.08434,-1.07314,-0.33318,0.90881,0.68335,-0.168185,0.9971,-1.02325,-1.43504,-2.13528,-0.0021025,0.008283,-0.00201538,0.00113534,0.00155418,-0.00679752,-8.7625
0.249,0.2825,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.313718,-0.191121,0.770209,-2.47422,0.0913621,0.0109344,-0.306609,0.251402,-0.0121696,-1.07956,-1.07661,-0.338007,0.911155,-0.302069,0.248267,-0.0129,-1.08493,-1.07263,-0.33255,0.90838,0.683288,-0.168018,0.997049,-1.02299,-1.43512,-2.13567,-0.00205358,0.0081424,-0.00196019,0.00138233,0.00170866,-0.00575615,-6.2625
0.2465,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.315607,-0.192591,0.774617,-2.52094,0.115453,0.130631,-0.306285,0.25113,-0.0121696,-1.08004,-1.07634,-0.337567,0.911155,-0.3017,0.248031,-0.0129848,-1.08531,-1.07231,-0.332147,0.908101,0.683237,-0.167842,0.996991,-1.02264,-1.43529,-2.13614,-0.00207291,0.00833256,-0.00202024,0.00102324,0.00184665,-0.00627834,-6.5125
0.248,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.304611,-0.186568,0.747794,-2.55013,0.100205,-0.0361667,-0.305944,0.250857,-0.0121696,-1.08055,-1.07605,-0.337111,0.911125,-0.301108,0.247672,-0.0131419,-1.0859,-1.07175,-0.331515,0.907631,0.683192,-0.167659,0.996913,-1.02257,-1.43544,-2.13632,-0.00214073,0.00832439,-0.00206605,0.000947695,0.00241586,-0.00721342,-8.6375
0.249,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.300893,-0.183608,0.738829,-2.45797,0.0648706,-0.0700036,-0.305586,0.25055,-0.0121696,-1.08103,-1.07576,-0.33664,0.911125,-0.300691,0.247427,-0.013272,-1.0863,-1.07134,-0.331092,0.907267,0.683127,-0.167459,0.996881,-1.02186,-1.4356,-2.13714,-0.00221242,0.00858998,-0.00209436,0.00123121,0.00276648,-0.0071137,-12.0125
0.249,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.300893,-0.183608,0.738829,-2.45797,0.0648706,-0.0700036,-0.305211,0.25026,-0.0121696,-1.08152,-1.07544,-0.336154,0.911094,-0.300052,0.247064,-0.0134782,-1.08689,-1.0707,-0.330463,0.906682,0.683076,-0.167255,0.996827,-1.0214,-1.43577,-2.13771,-0.00208112,0.00869915,-0.00194824,0.00216212,0.00263262,-0.00691283,-12.6375
0.246,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.309115,-0.189064,0.760645,-2.4735,0.100545,-0.0285169,-0.304819,0.249971,-0.0121696,-1.08202,-1.07511,-0.335668,0.910944,-0.299607,0.246819,-0.0136264,-1.08728,-1.07025,-0.330038,0.906257,0.683028,-0.167039,0.996772,-1.02137,-1.43585,-2.13783,-0.00213397,0.00887554,-0.00195521,0.0025281,0.00287896,-0.00703528,-11.1375
