dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2605,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.359515,-0.175342,0.810004,-2.551,-0.0390096,0.0540173,-0.827429,0.286906,0.832491,-1.1841,0.368246,-0.127563,-0.154631,-0.815405,0.283233,0.816063,-1.18683,0.371431,-0.126589,-0.162029,0.685077,-0.13881,0.968656,-0.0564877,-1.51039,3.12256,-0.000343617,0.00334046,-0.00478598,-0.00912389,0.00884966,-0.0101865,-1.0125
0.2595,0.248,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.359515,-0.175342,0.810004,-2.551,-0.0390096,0.0540173,-0.825895,0.286548,0.830463,-1.18422,0.368626,-0.127442,-0.155594,-0.814482,0.282814,0.814691,-1.18726,0.371727,-0.126459,-0.162614,0.68513,-0.138718,0.968577,-0.0552078,-1.51051,3.1209,-0.000784783,0.0032518,-0.00500512,-0.00953743,0.00866032,-0.00929475,-1.3875
0.2595,0.248,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.359515,-0.175342,0.810004,-2.551,-0.0390096,0.0540173,-0.824447,0.28619,0.828571,-1.18439,0.368991,-0.127336,-0.156436,-0.813956,0.28254,0.813883,-1.18757,0.371902,-0.12636,-0.162958,0.685177,-0.138604,0.968483,-0.0526339,-1.51068,3.118,-0.000958309,0.00324858,-0.00501217,-0.0091172,0.00839866,-0.00843107,-2.1375
0.26,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.351222,-0.171602,0.792971,-2.50376,-0.0361662,0.0496532,-0.8231,0.285832,0.826765,-1.18463,0.36934,-0.127229,-0.157248,-0.813289,0.282145,0.81283,-1.18805,0.372127,-0.126205,-0.163409,0.685217,-0.138505,0.968359,-0.050068,-1.51089,3.1151,-0.00129175,0.0031582,-0.00491296,-0.00888912,0.00816436,-0.00698074,-0.0125
0.2615,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341595,-0.166373,0.768916,-2.49503,-0.0729073,-0.0284729,-0.821839,0.285457,0.82506,-1.18488,0.369659,-0.127138,-0.158,-0.812928,0.281887,0.81223,-1.18839,0.372256,-0.126106,-0.163664,0.685242,-0.138399,0.968245,-0.0471292,-1.5111,3.11185,-0.00161937,0.00317623,-0.00490547,-0.00900032,0.0087282,-0.00665977,0.2375
0.262,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341595,-0.166373,0.768916,-2.49503,-0.0729073,-0.0284729,-0.820663,0.285099,0.823458,-1.18517,0.369963,-0.127047,-0.158692,-0.812539,0.281508,0.811523,-1.18891,0.372409,-0.125993,-0.163959,0.685266,-0.138298,0.968115,-0.0439522,-1.51134,3.10837,-0.00227205,0.0031447,-0.00464211,-0.00922325,0.00934186,-0.00480529,-0.3875
0.262,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341595,-0.166373,0.768916,-2.49503,-0.0729073,-0.0284729,-0.819572,0.284758,0.821941,-1.18546,0.370251,-0.126956,-0.159384,-0.81237,0.281254,0.811161,-1.18926,0.372489,-0.125934,-0.164105,0.685286,-0.138216,0.967984,-0.0414975,-1.51157,3.10562,-0.00248391,0.00322688,-0.00468427,-0.00981749,0.00954665,-0.00548197,0.6125
0.26,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341248,-0.166363,0.768889,-2.49319,-0.0692788,0.00606503,-0.818532,0.2844,0.820509,-1.18575,0.37054,-0.126865,-0.160015,-0.812154,0.280861,0.810653,-1.18981,0.372604,-0.125846,-0.164305,0.685293,-0.138115,0.967874,-0.0380962,-1.51177,3.10195,-0.00285246,0.00330108,-0.00456564,-0.0101559,0.00942609,-0.00475279,-1.5125
0.2605,0.249,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341248,-0.166363,0.768889,-2.49319,-0.0692788,0.00606503,-0.817578,0.284042,0.819146,-1.18606,0.370798,-0.126774,-0.160587,-0.812051,0.280593,0.810366,-1.1902,0.37267,-0.125791,-0.164415,0.68529,-0.138033,0.967762,-0.0343891,-1.51198,3.09796,-0.00305654,0.00348318,-0.00467102,-0.0102468,0.00965714,-0.00419755,-3.0125
0.2615,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.340524,-0.165838,0.76812,-2.46574,-0.0873457,-0.0256133,-0.816674,0.283701,0.81785,-1.1864,0.371041,-0.126683,-0.161158,-0.812009,0.2802,0.810081,-1.19079,0.372738,-0.125709,-0.164518,0.685291,-0.137951,0.967629,-0.0313375,-1.51222,3.09464,-0.00337489,0.00356362,-0.00461134,-0.010007,0.00928828,-0.00279386,-0.5125
0.2615,0.2485,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.340524,-0.165838,0.76812,-2.46574,-0.0873457,-0.0256133,-0.815839,0.28336,0.816657,-1.18672,0.371284,-0.126591,-0.16167,-0.812028,0.279934,0.809945,-1.19121,0.372769,-0.125639,-0.164566,0.685283,-0.137862,0.967517,-0.0275998,-1.51242,3.09067,-0.00359621,0.00368046,-0.00493438,-0.0100696,0.00907098,-0.0026451,0.6125
