dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2695,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.298411,-0.176854,0.849394,-2.55596,-0.39938,0.00349409,-2.56679,-0.148728,2.2549,-1.14686,-0.558627,-0.29744,0.402685,-2.57037,-0.147198,2.25794,-1.14597,-0.56191,-0.301008,0.407345,0.622429,-0.0910773,1.03967,-0.183451,-1.5139,-3.10048,-0.00291985,-0.00302833,0.00191624,-0.00203803,0.00834763,0.0067772,10.8638
0.2695,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.298411,-0.176854,0.849394,-2.55596,-0.39938,0.00349409,-2.56722,-0.14854,2.25528,-1.14686,-0.559022,-0.297805,0.403257,-2.57076,-0.147055,2.25823,-1.14585,-0.562239,-0.301491,0.407821,0.622353,-0.0911606,1.03968,-0.183299,-1.51409,-3.10045,-0.00307077,-0.003187,0.00194613,-0.00122243,0.00841316,0.00735391,11.4888
0.2685,0.3265,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.301432,-0.178899,0.85906,-2.58926,-0.40632,0.00254029,-2.56768,-0.148336,2.2557,-1.14684,-0.559478,-0.298215,0.403888,-2.57125,-0.146907,2.2586,-1.14572,-0.562685,-0.30197,0.408394,0.622272,-0.0912354,1.0397,-0.18335,-1.51428,-3.10016,-0.0027959,-0.00326305,0.00194086,-0.000386008,0.00671534,0.00820937,11.3638
0.2685,0.3285,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.300895,-0.178934,0.857527,-2.5567,-0.419489,0.00899386,-2.56811,-0.148166,2.25608,-1.14677,-0.559888,-0.298625,0.40449,-2.57179,-0.146758,2.25904,-1.14561,-0.563221,-0.302404,0.40904,0.622197,-0.0913013,1.03974,-0.182462,-1.51446,-3.10083,-0.00278966,-0.00341083,0.00189448,0.000252642,0.00564178,0.00913707,12.1138
0.2685,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.299569,-0.178053,0.851525,-2.56046,-0.396527,0.0505174,-2.56857,-0.147961,2.25647,-1.14668,-0.560328,-0.299066,0.405061,-2.5724,-0.146596,2.25956,-1.14552,-0.56387,-0.30279,0.409788,0.622103,-0.0913855,1.0398,-0.182901,-1.51461,-3.10016,-0.00263415,-0.00350274,0.00173324,0.00104759,0.00467183,0.0100471,10.9888
0.2685,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.299569,-0.178053,0.851525,-2.56046,-0.396527,0.0505174,-2.56897,-0.147791,2.25683,-1.14655,-0.560723,-0.299491,0.405603,-2.57307,-0.146428,2.26014,-1.14543,-0.564593,-0.303192,0.410606,0.622019,-0.091442,1.03987,-0.182396,-1.51473,-3.10044,-0.00273818,-0.00376047,0.00175829,0.00152884,0.0050113,0.0108771,10.4888
0.27,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.299569,-0.178053,0.851525,-2.56046,-0.396527,0.0505174,-2.56944,-0.147603,2.2572,-1.1464,-0.561133,-0.299962,0.406144,-2.5738,-0.146255,2.26077,-1.14534,-0.56539,-0.303621,0.411486,0.621923,-0.0915212,1.03996,-0.182338,-1.51486,-3.10028,-0.00279824,-0.00402416,0.00173905,0.00188666,0.00537638,0.0117239,10.1138
0.2685,0.3265,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.328567,-0.194101,0.93189,-2.52229,-0.408138,-0.0933049,-2.56984,-0.147433,2.25753,-1.14624,-0.561498,-0.300402,0.406655,-2.57458,-0.146072,2.26145,-1.14524,-0.566243,-0.30407,0.412432,0.621833,-0.0915944,1.04004,-0.181717,-1.51498,-3.1007,-0.00290719,-0.00430361,0.00178837,0.00160693,0.00536368,0.0120485,11.3638
0.2695,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.321751,-0.193677,0.917413,-3.24437,-0.205948,-1.03239,-2.5703,-0.147262,2.25788,-1.14607,-0.561893,-0.300873,0.407197,-2.57543,-0.145883,2.26218,-1.14516,-0.567167,-0.304488,0.413471,0.621741,-0.0916754,1.04013,-0.181104,-1.51511,-3.10111,-0.00284402,-0.00469861,0.00175922,0.000891642,0.00450954,0.012042,11.8638
0.2695,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.321751,-0.193677,0.917413,-3.24437,-0.205948,-1.03239,-2.57075,-0.147109,2.25824,-1.14593,-0.562287,-0.301313,0.407738,-2.57632,-0.145693,2.26295,-1.14508,-0.568146,-0.304908,0.414574,0.621663,-0.0917459,1.0402,-0.180456,-1.51526,-3.10155,-0.00286092,-0.00498481,0.00174569,0.000655837,0.00436213,0.0121191,12.7388
0.2695,0.3265,0.955941,-0.0933472,2.81006,-1.33551,0.355942,0.200724,0.955941,-0.0933472,2.81006,-1.33551,-0.297997,-0.177499,0.84703,-2.58781,-0.41667,0.0469932,-2.57124,-0.146955,2.25865,-1.1458,-0.562758,-0.301769,0.4084,-2.57725,-0.145504,2.26374,-1.145,-0.569167,-0.305327,0.415712,0.621589,-0.0918156,1.04026,-0.17906,-1.51543,-3.10272,-0.00281112,-0.00512222,0.0016484,0.00141912,0.00458484,0.0123647,13.1138
0.2695,0.3265,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.299625,-0.17883,0.851691,-2.55694,-0.396789,0.0449933,-2.57177,-0.146802,2.25908,-1.1457,-0.563259,-0.302194,0.409001,-2.57821,-0.145317,2.26455,-1.14491,-0.570224,-0.305765,0.416864,0.621517,-0.0919018,1.0403,-0.179387,-1.51558,-3.10219,-0.00261502,-0.00518734,0.00146709,0.00247999,0.00436995,0.012258,12.1138
0.27,0.327,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.299625,-0.17883,0.851691,-2.55694,-0.396789,0.0449933,-2.57237,-0.146632,2.25957,-1.14558,-0.563882,-0.30265,0.409753,-2.5792,-0.14513,2.2654,-1.14483,-0.571349,-0.306187,0.418049,0.621439,-0.0919895,1.04036,-0.179303,-1.51572,-3.10202,-0.00259389,-0.00554647,0.00144475,0.00339285,0.00403026,0.0129995,10.4888
0.27,0.327,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.299625,-0.17883,0.851691,-2.55694,-0.396789,0.0449933,-2.573,-0.146478,2.26008,-1.14549,-0.564535,-0.30306,0.410505,-2.58026,-0.144948,2.26629,-1.14475,-0.572541,-0.30661,0.419292,0.621372,-0.0920885,1.0404,-0.179686,-1.51586,-3.10142,-0.00227562,-0.00557317,0.00128769,0.00327608,0.003455,0.0125032,10.7388
0.268,0.327,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.298286,-0.179161,0.848724,-3.19181,-0.166884,-1.1718,-2.57371,-0.146291,2.2607,-1.14539,-0.565295,-0.303516,0.411408,-2.58131,-0.144783,2.26717,-1.14467,-0.573731,-0.307001,0.420545,0.621293,-0.0921867,1.04045,-0.179679,-1.516,-3.10114,-0.00224752,-0.0059528,0.00121164,0.00192404,0.00366193,0.0116812,10.8638
0.268,0.3265,0.962802,0.0813317,-2.83258,1.37109,0.358484,0.202597,0.962802,0.0813317,-2.83258,1.37109,-0.298286,-0.179161,0.848724,-3.19181,-0.166884,-1.1718,-2.57445,-0.14612,2.26131,-1.14529,-0.5661,-0.30391,0.41228,-2.58233,-0.144633,2.268,-1.1446,-0.57486,-0.307371,0.421754,0.621221,-0.0922916,1.04051,-0.180642,-1.51609,-3.09992,-0.0020452,-0.0059638,0.00101266,0.000835026,0.0037223,0.0101163,11.8638
