dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.254,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.360313,-0.192898,0.807534,-2.34682,0.0831888,-0.0358539,-0.36778,0.369417,-0.0348043,-0.910009,-0.925674,-0.52368,0.734356,-0.369396,0.371516,-0.0327184,-0.908561,-0.928037,-0.522325,0.739943,0.71598,-0.217039,0.979734,-1.90716,-1.43685,-1.22657,0.00383576,-0.00199635,-0.00256015,-0.0103661,-0.00734206,0.00125331,-6.3875
0.254,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341604,-0.182939,0.763184,-2.3432,0.0752099,-0.0424717,-0.3679,0.369587,-0.0347191,-0.90977,-0.92575,-0.52371,0.734717,-0.369554,0.371667,-0.0324828,-0.908532,-0.928315,-0.522138,0.740517,0.716031,-0.217098,0.979745,-1.90731,-1.43715,-1.22639,0.00365818,-0.00206533,-0.00255502,-0.0108534,-0.00707961,0.000866335,-7.0125
0.2545,0.3265,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.346399,-0.185341,0.773105,-2.36273,0.0759487,-0.0495101,-0.368002,0.369775,-0.0346168,-0.909548,-0.925841,-0.52371,0.735078,-0.369786,0.371885,-0.0321433,-0.908498,-0.928712,-0.521868,0.741359,0.716099,-0.217144,0.979739,-1.90742,-1.43743,-1.22625,0.00347142,-0.00196468,-0.00257644,-0.00976025,-0.00652917,0.00172669,-6.3875
0.2545,0.3265,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.346399,-0.185341,0.773105,-2.36273,0.0759487,-0.0495101,-0.368121,0.369962,-0.0344805,-0.909378,-0.925962,-0.52371,0.735469,-0.369949,0.372026,-0.0319107,-0.908475,-0.928989,-0.52171,0.741914,0.716174,-0.217188,0.979707,-1.90767,-1.43767,-1.22593,0.00343345,-0.00191648,-0.00255311,-0.00925779,-0.00637899,0.00270032,-5.5125
0.2525,0.3235,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341804,-0.182343,0.762103,-2.31901,0.0609976,-0.0378871,-0.368241,0.37015,-0.0343441,-0.909225,-0.926114,-0.523695,0.73586,-0.370205,0.372231,-0.0315535,-0.908439,-0.929421,-0.521513,0.742733,0.71625,-0.217232,0.979669,-1.90781,-1.43788,-1.22574,0.00305559,-0.00181728,-0.00223566,-0.00835986,-0.00580432,0.00316511,-6.0125
0.2545,0.3245,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341578,-0.182046,0.760848,-2.31649,0.055572,-0.066425,-0.36836,0.37032,-0.0341737,-0.909088,-0.926297,-0.523604,0.736311,-0.370372,0.372363,-0.0313296,-0.908404,-0.929691,-0.52141,0.743246,0.716323,-0.217266,0.979645,-1.90753,-1.43813,-1.22597,0.00298762,-0.00183069,-0.00200826,-0.00869914,-0.00493991,0.0033413,-6.5125
0.2525,0.3265,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.342932,-0.183259,0.762994,-2.36478,0.0880307,-0.0512017,-0.368496,0.370508,-0.0339862,-0.908969,-0.926524,-0.523437,0.736822,-0.370602,0.372565,-0.031036,-0.90831,-0.930033,-0.521311,0.743943,0.716407,-0.217317,0.979612,-1.90699,-1.4384,-1.22651,0.00282179,-0.0018971,-0.00167135,-0.00894007,-0.00351157,0.0035236,-6.8875
0.2525,0.3265,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.342932,-0.183259,0.762994,-2.36478,0.0880307,-0.0512017,-0.36865,0.370678,-0.0337817,-0.90885,-0.926783,-0.523239,0.737394,-0.370743,0.372705,-0.0308697,-0.908217,-0.930219,-0.521289,0.744357,0.71648,-0.21737,0.979597,-1.90618,-1.43872,-1.22732,0.00259065,-0.00182794,-0.00156645,-0.00846609,-0.0022011,0.00372953,-7.1375
0.2515,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.343174,-0.18272,0.763564,-2.3658,0.0881644,-0.054565,-0.36882,0.370865,-0.033543,-0.908747,-0.927071,-0.523027,0.737965,-0.370943,0.372905,-0.0306482,-0.908068,-0.930461,-0.521309,0.744909,0.716565,-0.217424,0.979564,-1.90528,-1.43899,-1.22821,0.00247161,-0.00177366,-0.00146144,-0.00773659,-0.00202836,0.00457161,-6.0125
0.254,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.34397,-0.182953,0.764504,-2.37035,0.0934973,-0.0215807,-0.368991,0.37107,-0.0332874,-0.908696,-0.92739,-0.522799,0.738597,-0.371086,0.373039,-0.0304912,-0.907964,-0.930638,-0.521339,0.745279,0.716666,-0.217477,0.979494,-1.90466,-1.43924,-1.22881,0.00253596,-0.0014949,-0.0014207,-0.0069486,-0.00153673,0.00522622,-5.5125
0.2525,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.343398,-0.182136,0.762541,-2.34062,0.0735441,-0.050031,-0.369178,0.371275,-0.0330147,-0.908628,-0.927709,-0.522586,0.739228,-0.371278,0.373245,-0.0302741,-0.907786,-0.930877,-0.521414,0.745772,0.716764,-0.217531,0.979432,-1.90398,-1.4395,-1.22946,0.00258933,-0.00147585,-0.00134791,-0.00609431,-0.00111099,0.00548285,-6.5125
0.253,0.324,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341079,-0.180384,0.756598,-2.34986,0.058713,-0.0510395,-0.369366,0.371462,-0.032742,-0.908577,-0.928028,-0.522374,0.73989,-0.3714,0.373383,-0.0301425,-0.907657,-0.931022,-0.521487,0.746061,0.716855,-0.217582,0.979373,-1.90338,-1.43979,-1.23004,0.00238487,-0.00125694,-0.00123376,-0.00528134,-0.000470358,0.00620317,-6.3875
0.253,0.324,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.341079,-0.180384,0.756598,-2.34986,0.058713,-0.0510395,-0.369553,0.371649,-0.0324522,-0.908526,-0.928362,-0.522161,0.740552,-0.371585,0.37359,-0.0299442,-0.907453,-0.931242,-0.521628,0.746476,0.716947,-0.217624,0.979316,-1.90266,-1.44006,-1.2307,0.00269614,-0.00123501,-0.00117829,-0.0050198,-0.000669271,0.00675359,-5.8875
0.254,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.348678,-0.184438,0.773433,-2.39107,0.0901255,-0.0555839,-0.369758,0.37182,-0.0321795,-0.908475,-0.928696,-0.521964,0.741244,-0.371706,0.373738,-0.0298109,-0.907298,-0.93139,-0.521732,0.746744,0.717025,-0.217681,0.979269,-1.90201,-1.44038,-1.23132,0.0027411,-0.00107862,-0.001009,-0.00472876,-0.000657351,0.00717452,-5.7625
0.254,0.3255,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.346297,-0.183154,0.768112,-2.37741,0.0655958,-0.0218074,-0.369962,0.372007,-0.0318898,-0.908441,-0.929015,-0.521781,0.741875,-0.371882,0.373974,-0.0296147,-0.907034,-0.931602,-0.521906,0.747129,0.717116,-0.217733,0.979197,-1.90153,-1.44061,-1.23175,0.00290202,-0.00103849,-0.000809755,-0.00456131,8.08863e-05,0.00725022,-6.0125
0.2535,0.3255,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.369017,-0.194517,0.816984,-2.36974,0.0782081,-0.0731144,-0.37015,0.372195,-0.031617,-0.908389,-0.929319,-0.521629,0.742507,-0.371982,0.37414,-0.0295101,-0.906831,-0.931706,-0.522048,0.747334,0.717206,-0.217777,0.97913,-1.90119,-1.44087,-1.23202,0.00296644,-0.000955916,-0.000740689,-0.00445192,0.000870908,0.0075261,-6.2625
0.2535,0.3255,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.369017,-0.194517,0.816984,-2.36974,0.0782081,-0.0731144,-0.370354,0.372365,-0.0313784,-0.908338,-0.929608,-0.521523,0.743139,-0.372109,0.374398,-0.0293873,-0.906488,-0.931814,-0.522309,0.747564,0.717278,-0.217841,0.979068,-1.9011,-1.44114,-1.23206,0.00296066,-0.000664757,-0.000399867,-0.00379204,0.00179358,0.00805513,-6.6375
0.2535,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.349194,-0.183322,0.773073,-2.36548,0.0751779,-0.0551579,-0.370542,0.372536,-0.0311398,-0.90827,-0.929866,-0.521447,0.74371,-0.372177,0.374573,-0.0293252,-0.906238,-0.931857,-0.522511,0.747669,0.717352,-0.217889,0.979011,-1.90106,-1.44139,-1.23203,0.00300804,-0.000499486,-0.000347814,-0.00360145,0.00201753,0.00812338,-6.3875
0.254,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.347583,-0.18176,0.767873,-2.37936,0.0654054,-0.0228586,-0.370729,0.372706,-0.0309182,-0.908168,-0.930124,-0.521402,0.744221,-0.372254,0.374838,-0.0292592,-0.905844,-0.931885,-0.52282,0.747767,0.717421,-0.21794,0.978969,-1.90085,-1.44159,-1.23216,0.00302112,-0.000342435,-9.87344e-05,-0.00282444,0.00249377,0.00792426,-5.2625
0.2535,0.3235,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.34324,-0.179294,0.757522,-2.35639,0.0638619,-0.0205839,-0.3709,0.37286,-0.0306796,-0.908049,-0.930367,-0.521386,0.744703,-0.37229,0.375018,-0.0292327,-0.905564,-0.93188,-0.523041,0.747789,0.717484,-0.217962,0.978945,-1.90054,-1.44179,-1.23233,0.00328193,-0.000306058,-8.4775e-05,-0.0025873,0.00309013,0.00799893,-5.5125
0.2535,0.3235,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.34324,-0.179294,0.757522,-2.35639,0.0638619,-0.0205839,-0.37107,0.37303,-0.0304921,-0.907929,-0.93058,-0.521386,0.745184,-0.372315,0.375307,-0.0292281,-0.905109,-0.931822,-0.523398,0.747748,0.717549,-0.218012,0.978904,-1.90066,-1.44202,-1.23213,0.00345639,-4.4199e-05,-0.000139831,-0.00214045,0.00389094,0.00753,-6.6375
0.2535,0.3235,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.345579,-0.180867,0.762734,-2.34571,0.073676,-0.0491287,-0.37124,0.373201,-0.0303046,-0.907776,-0.930792,-0.521402,0.745605,-0.372312,0.375505,-0.0292419,-0.904797,-0.931758,-0.523635,0.747687,0.717611,-0.218059,0.97888,-1.90049,-1.4422,-1.2322,0.00369624,0.000123399,-0.000184451,-0.00253087,0.00375948,0.00810103,-7.0125
0.253,0.3255,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.378921,-0.19679,0.835599,-2.41156,0.11184,-0.0905946,-0.371394,0.373371,-0.0301512,-0.907588,-0.930974,-0.521432,0.745966,-0.372293,0.375819,-0.029261,-0.904307,-0.931653,-0.524,0.747589,0.717669,-0.218107,0.978871,-1.90027,-1.44238,-1.23234,0.00429218,0.000526534,-0.000511555,-0.00189372,0.00424435,0.0093861,-6.5125
0.253,0.325,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.347951,-0.181593,0.767141,-2.37596,0.0643583,-0.0262381,-0.371547,0.373558,-0.0299808,-0.907384,-0.931157,-0.521553,0.746327,-0.372281,0.376048,-0.029258,-0.903967,-0.931599,-0.524254,0.747532,0.717735,-0.218138,0.978849,-1.90044,-1.44253,-1.232,0.00484838,0.000796823,-0.000829815,-0.000933205,0.00420557,0.0108781,-5.6375
