dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2595,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.389473,-0.187401,0.761541,-2.38713,0.0167733,0.00161198,-0.769274,0.300575,0.539552,-1.07275,-0.722687,-0.298686,0.765005,-0.76665,0.299898,0.537669,-1.07603,-0.720681,-0.293134,0.763935,0.675541,-0.226753,0.983231,-1.11655,-1.4785,-2.08105,0.00271737,0.00258541,-0.00289407,0.000151356,0.00106144,-0.007756,1.5625
0.2605,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.385768,-0.185098,0.753498,-2.39344,0.0103681,0.0615711,-0.769172,0.300473,0.539484,-1.07312,-0.722596,-0.298154,0.765065,-0.766315,0.29989,0.537406,-1.07614,-0.72043,-0.292857,0.763658,0.675553,-0.226731,0.983134,-1.11557,-1.47861,-2.08236,0.0030387,0.00274042,-0.0028046,0.000763427,0.000995841,-0.00739297,1.3125
0.264,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.389728,-0.18719,0.760558,-2.38797,0.0166095,0.00443593,-0.769053,0.300388,0.539416,-1.07348,-0.722505,-0.297623,0.765096,-0.765764,0.299896,0.536981,-1.07628,-0.720026,-0.292437,0.763195,0.675575,-0.226704,0.983035,-1.11472,-1.47869,-2.08351,0.00345235,0.0030585,-0.00288377,0.00140021,0.000448658,-0.00727084,1.3125
0.266,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.360103,-0.172851,0.70247,-2.37508,-0.0372455,0.0333949,-0.768916,0.300302,0.539331,-1.07382,-0.722414,-0.297106,0.765126,-0.76538,0.299908,0.536698,-1.07636,-0.719757,-0.292142,0.762879,0.675596,-0.226675,0.982943,-1.11381,-1.47877,-2.08472,0.00370328,0.0032523,-0.00273218,0.00211593,0.00029412,-0.00661046,1.6875
0.266,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.360103,-0.172851,0.70247,-2.37508,-0.0372455,0.0333949,-0.768763,0.300251,0.539228,-1.07413,-0.722292,-0.296605,0.765126,-0.764764,0.299943,0.536249,-1.07645,-0.71933,-0.291715,0.762361,0.67563,-0.226657,0.982844,-1.11308,-1.47885,-2.08575,0.00408734,0.00351963,-0.00276972,0.00230941,0.000529583,-0.00674229,0.9375
0.261,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.360103,-0.172851,0.70247,-2.37508,-0.0372455,0.0333949,-0.768593,0.300183,0.539109,-1.07445,-0.722171,-0.296119,0.765126,-0.764309,0.299971,0.535909,-1.0765,-0.719009,-0.291426,0.76197,0.675661,-0.226627,0.982743,-1.11245,-1.47894,-2.08666,0.00426303,0.00359711,-0.00261688,0.00249373,0.000717782,-0.0065435,0.6875
0.262,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.359585,-0.173643,0.70217,-2.99127,0.550967,-1.51192,-0.768388,0.300115,0.538973,-1.07472,-0.722019,-0.295648,0.765126,-0.763594,0.300024,0.535372,-1.07655,-0.718498,-0.291013,0.76135,0.675692,-0.226585,0.982667,-1.11133,-1.47906,-2.08805,0.00455209,0.00378004,-0.00269928,0.0023499,0.000677919,-0.00642849,1.6875
0.2625,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.366143,-0.17499,0.713686,-2.3654,-0.0124332,0.0179843,-0.768184,0.300064,0.538819,-1.07498,-0.721852,-0.295193,0.765126,-0.763105,0.300068,0.535009,-1.07656,-0.718152,-0.29074,0.760931,0.675727,-0.226558,0.982586,-1.11028,-1.4792,-2.08938,0.0047634,0.00382381,-0.00258196,0.00273156,0.000414619,-0.00555394,1.3125
0.2625,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.366143,-0.17499,0.713686,-2.3654,-0.0124332,0.0179843,-0.767945,0.300013,0.538649,-1.0752,-0.721654,-0.294782,0.765096,-0.762374,0.300158,0.53449,-1.07656,-0.717648,-0.290338,0.760323,0.675764,-0.226514,0.982516,-1.10924,-1.47935,-2.09066,0.00505192,0.00385419,-0.00252209,0.00320348,0.000283635,-0.0044253,1.0625
0.265,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.366143,-0.17499,0.713686,-2.3654,-0.0124332,0.0179843,-0.767672,0.299978,0.538461,-1.07542,-0.721427,-0.294372,0.765065,-0.761881,0.300232,0.534147,-1.07654,-0.717312,-0.29009,0.759913,0.675814,-0.226464,0.982433,-1.10831,-1.47953,-2.09181,0.00527392,0.00385053,-0.00247152,0.00340467,0.000590438,-0.00391813,1.9375
0.2595,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.767365,0.299961,0.53824,-1.07563,-0.721199,-0.293993,0.765005,-0.761115,0.300363,0.533601,-1.07647,-0.716781,-0.289763,0.75926,0.675874,-0.226412,0.982342,-1.10775,-1.47969,-2.09258,0.00540692,0.00364011,-0.00226527,0.0039097,0.00124435,-0.00269862,1.5625
0.2605,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.767025,0.299927,0.537984,-1.0758,-0.720941,-0.293613,0.764795,-0.7606,0.300462,0.533229,-1.07639,-0.71642,-0.289584,0.758813,0.675927,-0.226352,0.982278,-1.10733,-1.47975,-2.09321,0.00555784,0.00352221,-0.0022073,0.00386518,0.00129534,-0.00231031,0.9375
0.2605,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.766667,0.299927,0.537677,-1.07593,-0.720652,-0.293249,0.764494,-0.759837,0.300634,0.532688,-1.07624,-0.715888,-0.289341,0.758162,0.675989,-0.226321,0.982203,-1.10742,-1.47976,-2.09336,0.00567578,0.00329303,-0.00189584,0.00413407,0.000874015,-0.00069739,0.5625
0.265,0.299,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.766258,0.29991,0.537371,-1.07607,-0.720348,-0.292884,0.764103,-0.75935,0.300765,0.532356,-1.07611,-0.715556,-0.289206,0.757755,0.676056,-0.22625,0.982139,-1.10773,-1.47971,-2.09324,0.00583461,0.00327626,-0.0018209,0.00438943,0.00101557,-0.000103603,-0.0625
0.264,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.765797,0.29991,0.53703,-1.07617,-0.720029,-0.292535,0.763712,-0.758603,0.300977,0.531836,-1.07588,-0.71504,-0.289054,0.757114,0.676133,-0.226169,0.982079,-1.10795,-1.47967,-2.0932,0.00595055,0.00329067,-0.00151472,0.00484674,0.00157626,0.000790095,1.3125
0.2595,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.76532,0.29991,0.536672,-1.07626,-0.719695,-0.292185,0.763261,-0.758074,0.301125,0.531457,-1.07569,-0.714669,-0.28898,0.756643,0.676211,-0.226087,0.982026,-1.10825,-1.4796,-2.09306,0.00609515,0.00335627,-0.0014326,0.00523496,0.00198093,0.000964878,1.3125
0.2595,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.367641,-0.175086,0.715237,-2.39082,-0.0271815,0.0144749,-0.764809,0.29991,0.53628,-1.07634,-0.719331,-0.291836,0.762749,-0.757243,0.301352,0.530842,-1.07539,-0.714078,-0.288904,0.755878,0.676293,-0.226001,0.981969,-1.1088,-1.47951,-2.0927,0.00629014,0.00341755,-0.00126967,0.00596744,0.00229015,0.00153926,0.9375
0.265,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.363455,-0.172751,0.708471,-2.37315,-0.0219826,0.0400482,-0.764263,0.29991,0.535888,-1.07643,-0.718966,-0.291487,0.762238,-0.756663,0.301512,0.530409,-1.07517,-0.713666,-0.288867,0.755334,0.676383,-0.225892,0.981912,-1.10934,-1.47942,-2.0923,0.00633088,0.00337436,-0.00111257,0.00620305,0.00227704,0.00225966,0.8125
0.262,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.363455,-0.172751,0.708471,-2.37315,-0.0219826,0.0400482,-0.763701,0.29991,0.535479,-1.07648,-0.718571,-0.291137,0.761697,-0.755807,0.301762,0.529779,-1.07481,-0.713065,-0.288838,0.754533,0.676471,-0.225783,0.981872,-1.1096,-1.47932,-2.09219,0.00663243,0.00362098,-0.00112771,0.00661899,0.00187741,0.0028161,0.6875
0.26,0.2975,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.357826,-0.172028,0.700737,-3.01134,0.571856,-1.46636,-0.763121,0.29991,0.535035,-1.07648,-0.718161,-0.290803,0.761185,-0.755238,0.30194,0.529374,-1.07457,-0.712674,-0.288819,0.754011,0.676553,-0.225682,0.981856,-1.10926,-1.47927,-2.09269,0.00669741,0.00352877,-0.00100041,0.00672656,0.00182021,0.00355967,0.1875
