dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2665,0.286,1.00289,-0.0168993,2.68798,-1.39437,0.33837,0.240519,1.00289,-0.0168993,2.68798,-1.39437,-0.343359,-0.174829,0.739372,-2.47003,-0.0549861,0.067801,-0.998383,0.277241,0.950335,-1.20893,-0.019319,-0.122855,0.193402,-0.983708,0.272523,0.931622,-1.20868,-0.0178695,-0.123897,0.184443,0.661234,-0.173007,0.975047,-0.602205,-1.48132,-2.61853,0.00149294,0.00739033,-0.000762185,0.00326752,0.00844579,-0.0158778,-3.1875
0.2665,0.286,1.00289,-0.0168993,2.68798,-1.39437,0.33837,0.240519,1.00289,-0.0168993,2.68798,-1.39437,-0.343359,-0.174829,0.739372,-2.47003,-0.0549861,0.067801,-0.996968,0.276832,0.94858,-1.20881,-0.0191824,-0.123037,0.19256,-0.981542,0.271758,0.928773,-1.20877,-0.0176467,-0.123907,0.183053,0.66128,-0.172857,0.975068,-0.604263,-1.48143,-2.6167,0.00151067,0.00768162,-0.0010081,0.00363307,0.00788802,-0.016657,-3.6875
0.2635,0.285,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.368696,-0.187146,0.794199,-2.4671,-0.00549464,-0.00915482,-0.995502,0.276389,0.94679,-1.20874,-0.0190305,-0.123204,0.191687,-0.98008,0.271234,0.926846,-1.20885,-0.0175005,-0.123887,0.182103,0.661327,-0.172671,0.975075,-0.606294,-1.48157,-2.61487,0.00146798,0.0079012,-0.00113184,0.00413817,0.00765726,-0.0168318,-2.3125
0.263,0.286,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.368183,-0.187057,0.793856,-2.46486,-0.00180074,0.0254213,-0.994037,0.275929,0.944932,-1.20869,-0.0188786,-0.123341,0.190755,-0.977896,0.270454,0.923972,-1.20898,-0.0172852,-0.123846,0.180675,0.661366,-0.172513,0.975079,-0.608594,-1.48168,-2.61284,0.00141362,0.00775032,-0.00130886,0.00440367,0.00750949,-0.0163156,-1.9375
0.2625,0.286,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.346204,-0.17631,0.74704,-2.47036,-0.042859,0.0447703,-0.99252,0.275452,0.943006,-1.20866,-0.0187267,-0.123447,0.189853,-0.976469,0.269937,0.92209,-1.20908,-0.0171437,-0.123817,0.179737,0.661407,-0.172351,0.975079,-0.610334,-1.48181,-2.61139,0.00134964,0.00785665,-0.00146426,0.00425218,0.00794746,-0.0163884,-2.6875
0.2625,0.286,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.346204,-0.17631,0.74704,-2.47036,-0.042859,0.0447703,-0.990952,0.274958,0.941012,-1.20864,-0.0185445,-0.123554,0.18889,-0.97439,0.269163,0.919326,-1.20925,-0.0169326,-0.123784,0.17836,0.66145,-0.172183,0.975071,-0.612256,-1.48195,-2.60977,0.000979984,0.00751773,-0.00162459,0.00361058,0.0085252,-0.0162664,-2.6875
0.2635,0.2865,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.36793,-0.188331,0.794616,2.64712,-0.406796,1.17014,-0.989349,0.274446,0.93895,-1.20864,-0.0183774,-0.123645,0.187928,-0.97306,0.268651,0.917544,-1.20937,-0.016799,-0.123774,0.177466,0.661491,-0.172022,0.975057,-0.61412,-1.48211,-2.60824,0.000782016,0.00744112,-0.00172518,0.00364503,0.00897344,-0.0158725,-2.5625
0.267,0.286,0.998287,-0.0434021,2.68392,-1.43682,0.337247,0.239859,0.998287,-0.0434021,2.68392,-1.43682,-0.371718,-0.18996,0.804702,-2.4684,-0.0188139,0.000169784,-0.987713,0.273901,0.936819,-1.20864,-0.0182255,-0.123721,0.186905,-0.971235,0.267918,0.915085,-1.20959,-0.0166248,-0.123748,0.176215,0.661523,-0.171859,0.975055,-0.616177,-1.48222,-2.60654,0.000488553,0.00719249,-0.00185734,0.00360809,0.00833763,-0.0146076,-3.5625
0.2685,0.286,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.345479,-0.176282,0.746985,-2.46757,-0.0432185,0.0430832,-0.986026,0.273321,0.934637,-1.20864,-0.0180584,-0.123782,0.185882,-0.970061,0.267435,0.913498,-1.20975,-0.0165168,-0.123717,0.175399,0.661551,-0.171677,0.975069,-0.617605,-1.48233,-2.60547,0.000339854,0.00719221,-0.00196318,0.00375227,0.00803734,-0.014138,-3.4375
0.2685,0.286,0.930614,-0.0499251,2.82933,-1.31112,0.316416,0.222305,0.930614,-0.0499251,2.82933,-1.31112,-0.345479,-0.176282,0.746985,-2.46757,-0.0432185,0.0430832,-0.984304,0.272742,0.932388,-1.20864,-0.0178914,-0.123812,0.1848,-0.968435,0.26674,0.911291,-1.21001,-0.0163722,-0.123668,0.174253,0.661579,-0.171511,0.97508,-0.619377,-1.48241,-2.6041,5.94806e-05,0.00700028,-0.00199937,0.00323642,0.00810076,-0.0132958,-2.8125
