dirt(x), dirt(y), dirt(z), dirt(r), dirt(p), dirt(w), goal(x), goal(y), goal(z), goal(r), goal(p), goal(w), broom(x), broom(y), broom(z), broom(r), broom(p), broom(w), joint state(s), joint state(l), joint state(e), joint state(u), joint state(r), joint state(b), joint state(t), joint command(s), joint command(l), joint command(e), joint command(u), joint command(r), joint command(b), joint command(t), pose state(x), pose state(y), pose state(z), pose state(r), pose state(p), pose state(w), cmd_vel(x), cmd_vel(y), cmd_vel(z), cmd_vel(r), cmd_vel(p), cmd_vel(w), leptorino(x)
0.2515,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.316014,-0.197716,0.722635,-2.44598,0.032078,0.00346369,-0.321505,0.241807,-0.0337987,-1.06136,-1.05363,-0.378681,0.889769,-0.322109,0.242178,-0.0314927,-1.06418,-1.05653,-0.375047,0.896541,0.671044,-0.181398,1.00891,-0.980619,-1.45019,-2.18343,0.00201031,3.56202e-05,-0.00407805,-0.00830504,0.000440623,-0.00384186,-8.7625
0.2495,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.316014,-0.197716,0.722635,-2.44598,0.032078,0.00346369,-0.321522,0.241841,-0.0336453,-1.0616,-1.05378,-0.378377,0.89025,-0.322167,0.242213,-0.0313073,-1.06442,-1.05676,-0.374743,0.89714,0.671104,-0.181389,1.00879,-0.979923,-1.45038,-2.18423,0.00184228,5.80456e-05,-0.00388739,-0.00823743,0.000813201,-0.00389268,-8.7625
0.2515,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.316765,-0.197782,0.722811,-2.44967,0.0324652,0.00580644,-0.321539,0.241858,-0.0334919,-1.06184,-1.05395,-0.378088,0.890792,-0.322205,0.242234,-0.0311868,-1.06458,-1.0569,-0.374549,0.897532,0.671154,-0.181373,1.00868,-0.978898,-1.4506,-2.18535,0.00180534,4.94038e-06,-0.00387452,-0.00795894,0.000772904,-0.00322751,-9.5125
0.2515,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.316765,-0.197782,0.722811,-2.44967,0.0324652,0.00580644,-0.321574,0.241892,-0.0333044,-1.06208,-1.05415,-0.377769,0.891363,-0.32229,0.242269,-0.0309798,-1.06482,-1.05717,-0.374269,0.898165,0.671215,-0.181357,1.00857,-0.977842,-1.45081,-2.18651,0.00186757,-7.48283e-06,-0.00399969,-0.0075364,0.000234646,-0.00276106,-10.8875
0.2495,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.339097,-0.210818,0.773952,-2.47348,0.07874,-0.0121998,-0.321608,0.241926,-0.0330999,-1.0623,-1.05436,-0.37745,0.891905,-0.32238,0.242293,-0.0308043,-1.065,-1.05743,-0.37408,0.898656,0.671276,-0.181332,1.00846,-0.976827,-1.45097,-2.1876,0.00176305,-0.000140465,-0.00384821,-0.00607696,-0.000839086,-0.00124489,-10.8875
0.248,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.323274,-0.201053,0.736972,-2.49479,0.0591769,-0.0327849,-0.321659,0.24196,-0.0328954,-1.06255,-1.05462,-0.377116,0.892506,-0.322561,0.24233,-0.030501,-1.06525,-1.05791,-0.373825,0.899454,0.671338,-0.18132,1.00834,-0.97585,-1.45114,-2.18868,0.00174556,-0.000196669,-0.00391134,-0.00586127,-0.0011933,-0.000671545,-10.7625
0.2505,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.320206,-0.198799,0.72991,-2.50045,0.0466761,0.00466042,-0.32171,0.241977,-0.0326738,-1.06283,-1.05489,-0.376782,0.893138,-0.322704,0.242354,-0.0302822,-1.06542,-1.05827,-0.373664,0.900022,0.671394,-0.181296,1.00822,-0.974774,-1.45131,-2.18983,0.00155069,-0.000486768,-0.00380371,-0.0060978,-0.00135196,-0.000269243,-9.8875
0.2505,0.2815,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.320206,-0.198799,0.72991,-2.50045,0.0466761,0.00466042,-0.321778,0.242011,-0.0324693,-1.06308,-1.05518,-0.376448,0.893739,-0.322951,0.242389,-0.0299365,-1.06568,-1.05885,-0.373445,0.900931,0.671453,-0.181295,1.0081,-0.973858,-1.45146,-2.19086,0.00147535,-0.000695488,-0.00383892,-0.00683581,-0.0013958,-5.32766e-05,-9.1375
0.249,0.282,1.0308,-0.00471487,2.71723,-1.39259,0.348251,0.248615,1.0308,-0.00471487,2.71723,-1.39259,-0.320597,-0.198712,0.730843,-2.4748,0.0333085,0.00449575,-0.321846,0.242045,-0.0322647,-1.06334,-1.05547,-0.376129,0.894371,-0.323136,0.242412,-0.0296963,-1.06584,-1.05926,-0.373315,0.901572,0.671511,-0.181291,1.00798,-0.972855,-1.45163,-2.19196,0.00129212,-0.000999073,-0.00366701,-0.00741022,-0.00147133,0.000238972,-9.0125
0.2495,0.282,0.933489,0.0429595,-2.89693,1.33682,0.316997,0.222992,0.933489,0.0429595,-2.89693,1.33682,-0.342,-0.211976,0.780662,-2.49662,0.10736,-0.0534853,-0.321914,0.242079,-0.0320432,-1.06356,-1.05576,-0.37581,0.895003,-0.323438,0.242445,-0.0293231,-1.0661,-1.0599,-0.373136,0.902575,0.671568,-0.181277,1.00788,-0.971583,-1.45179,-2.19331,0.00123142,-0.00113491,-0.00373534,-0.00770944,-0.00159547,0.000429213,-9.8875
